DispositionScore,OrbitalPeriod[days,OrbitalPeriodUpperUnc.[days,OrbitalPeriodLowerUnc.[days,TransitEpoch[BKJD,TransitEpochUpperUnc.[BKJD,TransitEpochLowerUnc.[BKJD,ImpactParamete,ImpactParameterUpperUnc,ImpactParameterLowerUnc,TransitDuration[hrs,TransitDurationUpperUnc.[hrs,TransitDurationLowerUnc.[hrs,TransitDepth[ppm,TransitDepthUpperUnc.[ppm,TransitDepthLowerUnc.[ppm,PlanetaryRadius[Earthradii,PlanetaryRadiusUpperUnc.[Earthradii,PlanetaryRadiusLowerUnc.[Earthradii,EquilibriumTemperature[K,InsolationFlux[Earthflux,InsolationFluxUpperUnc.[Earthflux,InsolationFluxLowerUnc.[Earthflux,TransitSignal-to-Nois,TCEPlanetNumbe,StellarEffectiveTemperature[K,StellarEffectiveTemperatureUpperUnc.[K,StellarEffectiveTemperatureLowerUnc.[K,StellarSurfaceGravity[log10(cm/s**2),StellarSurfaceGravityUpperUnc.[log10(cm/s**2),StellarSurfaceGravityLowerUnc.[log10(cm/s**2),StellarRadius[Solarradii,StellarRadiusUpperUnc.[Solarradii,StellarRadiusLowerUnc.[Solarradii,RA[decimaldegrees,Dec[decimaldegrees,Kepler-band[mag]
1.0,9.48803557,2.78e-05,-2.78e-05,170.53875,0.00216,-0.00216,0.146,0.318,-0.146,2.9575,0.0819,-0.0819,616.0,19.5,-19.5,2.26,0.26,-0.15,793.0,93.59,29.45,-16.65,35.8,1.0,5455.0,81.0,-81.0,4.467,0.064,-0.096,0.927,0.105,-0.061,291.93422999999996,48.141651,15.347000000000001
0.9690000000000001,54.4183827,0.000248,-0.000248,162.51384,0.00352,-0.00352,0.586,0.059000000000000004,-0.44299999999999995,4.507,0.11599999999999999,-0.11599999999999999,875.0,35.5,-35.5,2.83,0.32,-0.19,443.0,9.11,2.87,-1.62,25.8,2.0,5455.0,81.0,-81.0,4.467,0.064,-0.096,0.927,0.105,-0.061,291.93422999999996,48.141651,15.347000000000001
0.0,19.89913995,1.49e-05,-1.49e-05,175.850252,0.0005809999999999999,-0.0005809999999999999,0.9690000000000001,5.126,-0.077,1.7822,0.0341,-0.0341,10800.0,171.0,-171.0,14.6,3.92,-1.31,638.0,39.3,31.04,-10.49,76.3,1.0,5853.0,158.0,-176.0,4.544,0.044000000000000004,-0.17600000000000002,0.868,0.233,-0.078,297.00482,48.134128999999994,15.436
0.0,1.7369524530000002,2.63e-07,-2.63e-07,170.30756499999998,0.00011499999999999999,-0.00011499999999999999,1.276,0.115,-0.092,2.4064099999999997,0.005370000000000001,-0.005370000000000001,8080.0,12.8,-12.8,33.46,8.5,-2.83,1395.0,891.96,668.95,-230.35,505.6,1.0,5805.0,157.0,-174.0,4.564,0.053,-0.168,0.7909999999999999,0.201,-0.067,285.53461,48.28521,15.597000000000001
1.0,2.525591777,3.76e-06,-3.76e-06,171.59555,0.0011300000000000001,-0.0011300000000000001,0.701,0.235,-0.478,1.6545,0.042,-0.042,603.0,16.9,-16.9,2.75,0.88,-0.35,1406.0,926.16,874.33,-314.24,40.9,1.0,6031.0,169.0,-211.0,4.438,0.07,-0.21,1.046,0.33399999999999996,-0.133,288.75487999999996,48.2262,15.509
1.0,11.09432054,2.0399999999999998e-05,-2.0399999999999998e-05,171.20116000000002,0.00141,-0.00141,0.5379999999999999,0.03,-0.428,4.5945,0.061,-0.061,1520.0,24.2,-24.2,3.9,1.27,-0.42,835.0,114.81,112.85,-36.7,66.5,1.0,6046.0,189.0,-232.0,4.486000000000001,0.054000000000000006,-0.22899999999999998,0.972,0.315,-0.105,296.28612999999996,48.22467,15.714
1.0,4.13443512,1.05e-05,-1.05e-05,172.97937,0.0019,-0.0019,0.762,0.139,-0.532,3.1402,0.0673,-0.0673,686.0,18.7,-18.7,2.77,0.9,-0.3,1160.0,427.65,420.33,-136.7,40.2,2.0,6046.0,189.0,-232.0,4.486000000000001,0.054000000000000006,-0.22899999999999998,0.972,0.315,-0.105,296.28612999999996,48.22467,15.714
0.992,2.56658897,1.7800000000000002e-05,-1.7800000000000002e-05,179.55437,0.00461,-0.00461,0.755,0.212,-0.523,2.4290000000000003,0.165,-0.165,227.0,16.8,-16.8,1.59,0.52,-0.17,1360.0,807.74,793.91,-258.2,15.0,3.0,6046.0,189.0,-232.0,4.486000000000001,0.054000000000000006,-0.22899999999999998,0.972,0.315,-0.105,296.28612999999996,48.22467,15.714
0.0,7.36178958,2.13e-05,-2.13e-05,132.25053,0.00253,-0.00253,1.169,7.132999999999999,-0.044000000000000004,5.022,0.136,-0.136,234.0,5.8,-5.8,39.21,6.45,-9.67,1342.0,767.22,349.28,-365.49,47.7,1.0,6227.0,111.0,-124.0,3.986,0.182,-0.098,1.9580000000000002,0.322,-0.483,298.86435,42.151569,12.66
1.0,16.06864674,1.09e-05,-1.09e-05,173.621937,0.000517,-0.000517,0.052000000000000005,0.262,-0.052000000000000005,3.5347,0.0241,-0.0241,4910.0,33.3,-33.3,5.76,0.22,-0.49,600.0,30.75,4.46,-6.66,161.9,1.0,5031.0,75.0,-83.0,4.485,0.083,-0.027999999999999997,0.848,0.033,-0.07200000000000001,286.99948,48.37579,15.841
0.8109999999999999,2.470613377,2.7e-08,-2.7e-08,122.763305,8.7e-06,-8.7e-06,0.818,0.001,-0.001,1.7431900000000002,0.00107,-0.00107,14200.0,4.2,-4.2,13.04,0.51,-0.51,1339.0,761.46,106.21,-95.76,4304.3,1.0,5820.0,78.0,-78.0,4.457,0.024,-0.024,0.9640000000000001,0.038,-0.038,286.80847,49.316399,11.338
1.0,2.2047354169999998,4.3e-08,-4.3e-08,121.35854170000002,1.6e-05,-1.6e-05,0.22399999999999998,0.159,-0.21600000000000003,3.88864,0.00203,-0.00203,6670.0,1.7,-1.7,16.1,0.81,-0.91,2048.0,4148.92,651.59,-654.46,5945.9,1.0,6440.0,76.0,-89.0,4.019,0.033,-0.027000000000000003,1.952,0.099,-0.11,292.24728,47.969521,10.463
0.998,3.5224984289999997,1.98e-07,-1.98e-07,121.1194228,4.71e-05,-4.71e-05,0.631,0.006999999999999999,-0.006999999999999999,3.19843,0.006529999999999999,-0.006529999999999999,9150.0,6.6,-6.6,14.59,1.11,-1.11,1521.0,1264.67,307.23,-276.48,1741.5,1.0,6225.0,112.0,-137.0,4.169,0.055,-0.045,1.4509999999999998,0.11,-0.11,281.28812,42.45108,13.562999999999999
1.0,3.709214104,6.54e-06,-6.54e-06,133.98318,0.00143,-0.00143,0.051,0.395,-0.051,2.6302,0.0427,-0.0427,131.0,3.0,-3.0,1.16,0.17,-0.12,1206.0,500.46,197.96,-130.54,50.6,2.0,5833.0,105.0,-117.0,4.407,0.085,-0.114,1.022,0.14300000000000002,-0.107,295.64871,48.49556,12.772
0.0,11.52144606,1.98e-06,-1.98e-06,170.839688,0.000131,-0.000131,2.483,2.8510000000000004,-0.6729999999999999,3.6399,0.0114,-0.0114,18000.0,31.9,-31.9,150.51,39.8,-13.3,753.0,75.88,58.89,-19.99,622.1,1.0,5795.0,155.0,-172.0,4.553999999999999,0.033,-0.17600000000000002,0.848,0.22399999999999998,-0.075,297.07993,47.597401,15.472000000000001
0.0,19.40393776,2.07e-05,-2.07e-05,172.484253,0.000842,-0.000842,0.804,0.006999999999999999,-0.005,12.2155,0.0598,-0.0598,8920.0,53.3,-53.3,7.18,0.76,-0.68,523.0,17.69,6.66,-4.88,214.7,1.0,5043.0,151.0,-151.0,4.591,0.07200000000000001,-0.048,0.68,0.07200000000000001,-0.065,289.25821,47.635319,15.487
0.0,19.22138894,1.12e-06,-1.12e-06,184.5521637,4.5e-05,-4.5e-05,1.065,0.031,-0.034,4.798430000000001,0.00235,-0.00235,74300.0,21.9,-21.9,49.29,16.0,-5.0,698.0,55.97,54.55,-16.4,2317.0,1.0,6117.0,182.0,-200.0,4.496,0.052000000000000005,-0.20800000000000002,0.9470000000000001,0.308,-0.096,295.81453999999997,47.69035,15.341
0.0,16.46983774,1.36e-05,-1.36e-05,180.881761,0.0006230000000000001,-0.0006230000000000001,0.292,0.11800000000000001,-0.10099999999999999,9.4378,0.06,-0.06,10500.0,39.9,-39.9,7.94,0.89,-0.89,595.0,29.61,12.01,-8.91,303.4,1.0,5152.0,168.0,-153.0,4.5169999999999995,0.08800000000000001,-0.07200000000000001,0.7859999999999999,0.08800000000000001,-0.08800000000000001,297.15442,47.668701,15.788
1.0,9.27358173,1.04e-05,-1.04e-05,173.25815500000002,0.000877,-0.000877,0.387,0.004,-0.386,3.2875,0.0309,-0.0309,1290.0,16.8,-16.8,2.47,0.2,-0.24,649.0,41.85,12.49,-11.7,87.2,1.0,4856.0,131.0,-146.0,4.583,0.065,-0.035,0.696,0.055999999999999994,-0.068,288.13824,47.724449,15.302
1.0,6.02930329,5.51e-06,-5.51e-06,171.602959,0.000713,-0.000713,0.258,0.196,-0.258,1.5821,0.0311,-0.0311,1910.0,34.4,-34.4,2.85,0.26,-0.15,678.0,50.04,16.4,-9.88,65.4,1.0,4537.0,123.0,-123.0,4.648,0.02,-0.055999999999999994,0.672,0.062,-0.036000000000000004,283.71088,47.86327,15.784
0.0,2.6963706519999997,7.53e-06,-7.53e-06,170.73769,0.00234,-0.00234,0.044000000000000004,0.36,-0.044000000000000004,3.6129,0.0686,-0.0686,398.0,9.5,-9.5,1.58,0.13,-0.16,1066.0,305.34,96.64,-86.33,48.2,1.0,4989.0,149.0,-149.0,4.504,0.09,-0.06,0.8190000000000001,0.067,-0.08199999999999999,283.76547,47.804297999999996,15.269
1.0,5.349553819,8.83e-06,-8.83e-06,171.80694,0.0012699999999999999,-0.0012699999999999999,0.092,0.369,-0.092,3.0278,0.0471,-0.0471,831.0,14.8,-14.8,2.55,0.16,-0.24,919.0,168.99,34.66,-38.48,60.6,1.0,5185.0,85.0,-77.0,4.44,0.098,-0.045,0.91,0.057,-0.086,292.37613,47.880989,15.415999999999999
0.98,3.94105221,1.09e-05,-1.09e-05,136.08661999999998,0.00233,-0.00233,0.226,0.243,-0.226,2.5984,0.0737,-0.0737,363.0,13.9,-13.9,1.7,0.11,-0.16,1018.0,253.15,51.91,-57.65,28.9,2.0,5185.0,85.0,-77.0,4.44,0.098,-0.045,0.91,0.057,-0.086,292.37613,47.880989,15.415999999999999
0.971,8.10904807,6.790000000000001e-05,-6.790000000000001e-05,132.8031,0.00716,-0.00716,0.025,0.425,-0.025,3.596,0.198,-0.198,217.0,16.8,-16.8,1.3,0.09,-0.12,800.0,97.03,19.9,-22.09,14.1,3.0,5185.0,85.0,-77.0,4.44,0.098,-0.045,0.91,0.057,-0.086,292.37613,47.880989,15.415999999999999
1.0,21.67699193,7.01e-05,-7.01e-05,171.53593999999998,0.0025800000000000003,-0.0025800000000000003,0.8959999999999999,0.01,-0.6629999999999999,3.4555,0.0656,-0.0656,857.0,27.1,-27.1,2.95,0.12,-0.23,530.0,18.64,2.78,-3.8,34.3,1.0,4954.0,79.0,-79.0,4.5,0.075,-0.02,0.828,0.032,-0.065,290.46512,47.92918,15.377
1.0,4.99677968,1.39e-05,-1.39e-05,171.74208000000002,0.0021899999999999997,-0.0021899999999999997,0.71,0.006,-0.5329999999999999,2.1717,0.0762,-0.0762,935.0,39.7,-39.7,2.78,0.52,-0.23,917.0,166.95,102.06,-42.14,28.2,1.0,5339.0,175.0,-159.0,4.552,0.034,-0.136,0.847,0.161,-0.069,297.80826,47.946671,15.860999999999999
1.0,4.280963604,6.14e-06,-6.14e-06,171.89659,0.00115,-0.00115,0.424,0.11199999999999999,-0.35600000000000004,2.875,0.042,-0.042,751.0,14.1,-14.1,2.3,0.58,-0.19,1012.0,247.87,182.24,-63.32,61.8,1.0,5644.0,152.0,-169.0,4.564,0.032,-0.168,0.831,0.207,-0.069,294.26581,49.314091,15.356
0.0,1.50635409,4.7e-07,-4.7e-07,170.998064,0.000246,-0.000246,0.86,0.042,-0.125,1.5155,0.0483,-0.0483,2210.0,18.3,-18.3,4.53,1.01,-0.44,1452.0,1054.12,703.1,-292.26,181.1,1.0,5714.0,155.0,-172.0,4.563,0.04,-0.16,0.831,0.18600000000000003,-0.08,295.66522000000003,49.351009000000005,15.525
0.0,670.645531,0.00124,-0.00124,209.04355,0.00157,-0.00157,0.701,0.004,-0.005,53.412,0.131,-0.131,18100.0,33.5,-33.5,14.14,2.13,-0.71,196.0,0.35,0.15,-0.06,642.7,1.0,5520.0,100.0,-111.0,4.466,0.032,-0.12,0.983,0.14800000000000002,-0.049,296.69861000000003,49.316479,15.207
0.0,61.256362800000005,0.000156,-0.000156,173.83826000000002,0.00209,-0.00209,1.248,6.912000000000001,-0.067,7.632999999999999,0.105,-0.105,5120.0,70.6,-70.6,39.87,12.8,-5.48,505.0,15.43,14.85,-5.51,85.3,1.0,6144.0,184.0,-220.0,4.402,0.07200000000000001,-0.217,1.091,0.35,-0.15,283.72592000000003,49.479519,15.25
1.0,38.377548600000004,0.00016,-0.00016,172.82048,0.0033799999999999998,-0.0033799999999999998,0.46799999999999997,0.461,-0.267,5.587999999999999,0.113,-0.113,724.0,23.4,-23.4,2.82,0.37,-0.34,529.0,18.53,6.72,-4.93,34.7,1.0,5481.0,82.0,-74.0,4.369,0.121,-0.099,1.036,0.138,-0.124,291.72202000000004,49.480869,15.172
0.992,41.19725502,9.350000000000001e-05,-9.350000000000001e-05,165.00404,0.0017100000000000001,-0.0017100000000000001,0.045,0.337,-0.045,4.6297,0.0633,-0.0633,2210.0,45.5,-45.5,3.86,0.15,-0.33,439.0,8.76,1.27,-1.9,51.2,2.0,5031.0,75.0,-83.0,4.485,0.083,-0.027999999999999997,0.848,0.033,-0.07200000000000001,286.99948,48.37579,15.841
1.0,6.252962248999999,9.58e-06,-9.58e-06,171.30126,0.00117,-0.00117,0.105,0.32899999999999996,-0.105,2.5819,0.0426,-0.0426,1040.0,24.5,-24.5,2.65,0.1,-0.23,823.0,108.3,15.73,-23.44,47.1,3.0,5031.0,75.0,-83.0,4.485,0.083,-0.027999999999999997,0.848,0.033,-0.07200000000000001,286.99948,48.37579,15.841
1.0,16.01308419,4.85e-05,-4.85e-05,176.3608,0.00243,-0.00243,0.799,0.09699999999999999,-0.551,3.2554,0.0791,-0.0791,1120.0,39.4,-39.4,3.1,0.34,-0.31,593.0,29.31,11.77,-8.24,33.2,1.0,5015.0,164.0,-149.0,4.499,0.092,-0.115,0.826,0.091,-0.08199999999999999,297.02563,48.478588,15.39
1.0,32.62876672,5.7999999999999994e-05,-5.7999999999999994e-05,194.1019,0.0013800000000000002,-0.0013800000000000002,0.021,0.402,-0.021,4.7971,0.057999999999999996,-0.057999999999999996,1800.0,25.4,-25.4,3.36,0.76,-0.33,506.0,15.55,10.51,-4.18,80.0,1.0,5586.0,152.0,-152.0,4.56,0.05,-0.15,0.7979999999999999,0.18100000000000002,-0.077,285.71854,48.505859,15.082
0.978,91.7732862,0.000752,-0.000752,193.8378,0.00643,-0.00643,0.606,0.335,-0.4,6.473,0.204,-0.204,652.0,36.2,-36.2,2.12,0.48,-0.21,359.0,3.92,2.64,-1.06,19.1,2.0,5586.0,152.0,-152.0,4.56,0.05,-0.15,0.7979999999999999,0.18100000000000002,-0.077,285.71854,48.505859,15.082
1.0,4.959319244,5.15e-07,-5.15e-07,172.2585292,8.27e-05,-8.27e-05,0.831,0.016,-0.004,2.22739,0.0075,-0.0075,9800.0,20.0,-20.0,12.21,1.96,-1.46,1103.0,349.4,146.52,-93.21,696.5,1.0,5712.0,77.0,-77.0,4.359,0.11,-0.11,1.082,0.17300000000000001,-0.13,292.16705,48.727589,15.263
0.0,2.7012878010000003,5.63e-06,-5.63e-06,170.69579,0.00164,-0.00164,1.016,3.967,-0.059000000000000004,3.3827,0.0892,-0.0892,860.0,20.9,-20.9,6.54,1.64,-0.75,1222.0,527.81,411.33,-166.35,48.3,1.0,5550.0,182.0,-182.0,4.468,0.091,-0.16899999999999998,0.91,0.228,-0.105,297.92365,48.777321,15.54
1.0,4.49876511,1.7800000000000002e-05,-1.7800000000000002e-05,171.34905,0.003,-0.003,0.312,0.154,-0.312,3.7362,0.0934,-0.0934,460.0,17.5,-17.5,2.1,0.65,-0.22,1133.0,389.62,365.71,-117.4,29.5,1.0,6075.0,189.0,-210.0,4.486000000000001,0.052000000000000005,-0.20800000000000002,0.9690000000000001,0.3,-0.1,298.45685,48.791592,15.395
0.0,19.65120951,5.86e-06,-5.86e-06,179.401981,0.00024900000000000004,-0.00024900000000000004,0.723,0.01,-0.02,5.2514,0.0179,-0.0179,11800.0,27.7,-27.7,12.42,3.92,-1.69,730.0,67.03,62.46,-23.51,513.4,1.0,6074.0,168.0,-210.0,4.391,0.09,-0.21,1.063,0.336,-0.14400000000000002,291.0939,48.933842,15.536
1.0,5.412203927,3.05e-06,-3.05e-06,133.143089,0.000468,-0.000468,0.787,0.005,-0.565,2.9472,0.024,-0.024,602.0,4.0,-4.0,2.94,0.43,-0.38,1093.0,337.68,137.29,-102.18,166.7,1.0,5779.0,104.0,-115.0,4.3389999999999995,0.132,-0.10800000000000001,1.087,0.157,-0.142,287.88732999999996,46.276241,12.790999999999999
0.998,41.43958662,7.56e-05,-7.56e-05,208.93203,0.0014199999999999998,-0.0014199999999999998,0.355,0.04,-0.355,10.5989,0.08800000000000001,-0.08800000000000001,2790.0,22.6,-22.6,5.5,1.57,-0.96,516.0,16.72,14.66,-6.64,141.1,1.0,5468.0,180.0,-164.0,4.367,0.153,-0.187,1.046,0.297,-0.183,295.55505,49.017342,15.4
1.0,8.35389523,1.52e-05,-1.52e-05,171.63257,0.00133,-0.00133,0.023,0.423,-0.023,2.2514,0.0518,-0.0518,1040.0,28.2,-28.2,2.52,0.54,-0.24,790.0,91.9,59.06,-24.15,43.4,1.0,5592.0,152.0,-152.0,4.582,0.036000000000000004,-0.14400000000000002,0.787,0.16899999999999998,-0.073,285.49924,49.277351,15.317
1.0,4.1255434719999995,3.13e-06,-3.13e-06,169.752585,0.0006129999999999999,-0.0006129999999999999,0.597,0.235,-0.36700000000000005,3.1744,0.0362,-0.0362,1490.0,13.3,-13.3,4.43,1.44,-0.51,1243.0,565.35,542.47,-188.14,128.6,1.0,6174.0,173.0,-239.0,4.417,0.055999999999999994,-0.21,1.103,0.358,-0.128,291.93616000000003,49.253979,15.505999999999998
1.0,2.816504904,1.65e-07,-1.65e-07,170.96768459999998,4.66e-05,-4.66e-05,0.105,0.264,-0.11900000000000001,2.5058700000000003,0.006659999999999999,-0.006659999999999999,16800.0,11.0,-11.0,12.21,1.62,-0.87,1219.0,521.13,184.34,-97.95,1406.8,1.0,5532.0,74.0,-83.0,4.452,0.063,-0.10800000000000001,0.955,0.127,-0.068,297.01547,49.225288,15.052
0.0,33.93373447,6.15e-05,-6.15e-05,186.67608,0.00137,-0.00137,0.812,0.006,-0.009000000000000001,14.561,0.10400000000000001,-0.10400000000000001,8500.0,44.3,-44.3,7.34,0.9,-0.6,430.0,8.11,3.25,-2.06,236.1,1.0,5040.0,136.0,-151.0,4.628,0.03,-0.07,0.705,0.086,-0.057999999999999996,284.17233,49.360721999999996,15.716
1.0,3.6899200989999996,8.98e-06,-8.98e-06,170.36571,0.0019100000000000002,-0.0019100000000000002,0.151,0.304,-0.151,2.6557,0.0677,-0.0677,427.0,13.8,-13.8,1.89,0.54,-0.2,1147.0,408.99,342.24,-123.32,35.6,1.0,5880.0,157.0,-192.0,4.518,0.046,-0.196,0.917,0.262,-0.098,291.62241,50.61824,15.242
1.0,4.431238488,6.11e-06,-6.11e-06,171.015,0.0011099999999999999,-0.0011099999999999999,0.405,0.040999999999999995,-0.405,3.15,0.0423,-0.0423,1010.0,15.2,-15.2,3.25,0.47,-0.25,1104.0,351.23,135.26,-68.33,71.1,1.0,5714.0,77.0,-77.0,4.428,0.063,-0.11699999999999999,1.015,0.14800000000000002,-0.079,295.81616,51.121738,15.367
1.0,11.37936986,2.42e-05,-2.42e-05,133.84992,0.00183,-0.00183,0.9109999999999999,0.009000000000000001,-0.6559999999999999,2.6255,0.073,-0.073,1020.0,29.7,-29.7,3.95,0.57,-0.31,806.0,99.68,38.38,-19.39,37.9,2.0,5714.0,77.0,-77.0,4.428,0.063,-0.11699999999999999,1.015,0.14800000000000002,-0.079,295.81616,51.121738,15.367
1.0,26.39432897,5.720000000000001e-05,-5.720000000000001e-05,176.05459,0.00176,-0.00176,0.602,0.25,-0.396,3.573,0.0643,-0.0643,1510.0,36.3,-36.3,3.07,0.41,-0.22,489.0,13.49,6.07,-3.21,48.2,1.0,5129.0,154.0,-154.0,4.595,0.03,-0.084,0.763,0.10300000000000001,-0.055,289.39972,51.25032,15.234000000000002
1.0,13.57078281,1.59e-05,-1.59e-05,136.279194,0.0009570000000000001,-0.0009570000000000001,0.866,0.015,-0.621,3.3539,0.0489,-0.0489,512.0,6.3,-6.3,2.64,0.4,-0.27,785.0,89.61,38.12,-22.92,88.4,1.0,5854.0,105.0,-117.0,4.406000000000001,0.09,-0.11,1.012,0.154,-0.10300000000000001,300.86397999999997,44.337551,12.882
1.0,7.12594387,1.4099999999999999e-05,-1.4099999999999999e-05,139.00492,0.00159,-0.00159,0.898,0.013000000000000001,-0.6990000000000001,3.0014,0.0384,-0.0384,192.0,4.4,-4.4,1.79,0.26,-0.23,997.0,233.31,94.86,-70.6,47.1,2.0,5779.0,104.0,-115.0,4.3389999999999995,0.132,-0.10800000000000001,1.087,0.157,-0.142,287.88732999999996,46.276241,12.790999999999999
0.013999999999999999,7.442652004,7.02e-07,-7.02e-07,169.97177969999998,7.32e-05,-7.32e-05,0.13699999999999998,0.34600000000000003,-0.22399999999999998,2.3078,0.0129,-0.0129,24400.0,37.8,-37.8,15.03,4.73,-1.58,967.0,206.78,195.52,-61.76,835.6,1.0,6108.0,183.0,-201.0,4.468999999999999,0.07,-0.21,0.956,0.301,-0.1,288.98682,49.733742,15.27
1.0,16.38489988,5.22e-05,-5.22e-05,172.72782,0.00248,-0.00248,0.001,0.43700000000000006,-0.001,3.0249,0.0798,-0.0798,1130.0,42.0,-42.0,2.0,0.09,-0.1,433.0,8.35,1.49,-1.35,28.9,2.0,4126.0,82.0,-82.0,4.6610000000000005,0.022000000000000002,-0.022000000000000002,0.615,0.027000000000000003,-0.028999999999999998,286.73804,49.97575,15.095
1.0,7.8774163,1.49e-05,-1.49e-05,176.3759,0.00147,-0.00147,0.040999999999999995,0.409,-0.040999999999999995,2.0805,0.0517,-0.0517,1310.0,37.7,-37.7,2.16,0.09,-0.11,553.0,22.18,3.97,-3.59,38.7,1.0,4126.0,82.0,-82.0,4.6610000000000005,0.022000000000000002,-0.022000000000000002,0.615,0.027000000000000003,-0.028999999999999998,286.73804,49.97575,15.095
1.0,36.4454001,0.000181,-0.000181,151.60125,0.00392,-0.00392,0.027999999999999997,0.43700000000000006,-0.027999999999999997,4.007,0.126,-0.126,1120.0,53.4,-53.4,1.99,0.09,-0.09,332.0,2.88,0.51,-0.47,21.7,3.0,4126.0,82.0,-82.0,4.6610000000000005,0.022000000000000002,-0.022000000000000002,0.615,0.027000000000000003,-0.028999999999999998,286.73804,49.97575,15.095
1.0,3.7287321469999997,9.359999999999999e-07,-9.359999999999999e-07,171.79325500000002,0.000195,-0.000195,0.5579999999999999,0.13,-0.149,2.6830000000000003,0.035,-0.035,5230.0,18.5,-18.5,6.02,1.22,-0.52,1023.0,258.34,162.58,-65.21,345.2,1.0,5497.0,166.0,-149.0,4.577,0.034,-0.136,0.809,0.16399999999999998,-0.07,290.78574,50.054119,15.523
0.9990000000000001,40.4195037,0.00011399999999999999,-0.00011399999999999999,173.56468999999998,0.0022199999999999998,-0.0022199999999999998,0.9109999999999999,5.567,-0.11800000000000001,3.362,0.14,-0.14,6260.0,230.0,-230.0,7.51,1.12,-0.91,467.0,11.29,5.67,-3.57,36.9,1.0,5446.0,179.0,-163.0,4.507,0.11599999999999999,-0.105,0.7809999999999999,0.11599999999999999,-0.095,294.31686,50.080231,15.487
1.0,2.243380573,2.67e-06,-2.67e-06,170.679233,0.0009,-0.0009,0.915,0.009000000000000001,-0.63,1.1196,0.0384,-0.0384,822.0,25.6,-25.6,1.99,0.1,-0.12,822.0,107.6,21.47,-20.32,38.9,1.0,4149.0,82.0,-91.0,4.698,0.024,-0.027000000000000003,0.564,0.03,-0.033,285.17621,50.149817999999996,15.135
0.0,10.40599802,2.52e-06,-2.52e-06,177.197466,0.00018999999999999998,-0.00018999999999999998,0.324,0.061,-0.075,6.5036,0.0145,-0.0145,14500.0,22.4,-22.4,11.23,2.92,-1.95,833.0,113.94,90.01,-45.01,745.2,1.0,5746.0,173.0,-173.0,4.393,0.18,-0.198,0.924,0.24100000000000002,-0.16,289.23553,50.241001000000004,15.562000000000001
1.0,2.337437946,1.95e-06,-1.95e-06,171.76198200000002,0.000659,-0.000659,0.28,0.18899999999999997,-0.28,1.9982,0.0271,-0.0271,971.0,13.7,-13.7,2.34,0.17,-0.09,1070.0,311.16,69.46,-40.17,82.4,1.0,5005.0,79.0,-79.0,4.595,0.012,-0.064,0.765,0.055,-0.027999999999999997,293.83331,50.23035,15.334000000000001
0.993,7.240661200000001,1.62e-05,-1.62e-05,137.75545,0.002,-0.002,1.198,49.85,-0.258,0.5579999999999999,0.171,-0.171,556.0,44.1,-44.1,19.45,1.4,-0.71,734.0,68.63,15.32,-8.86,13.7,2.0,5005.0,79.0,-79.0,4.595,0.012,-0.064,0.765,0.055,-0.027999999999999997,293.83331,50.23035,15.334000000000001
0.871,3.43591631,4.73e-05,-4.73e-05,132.6624,0.011,-0.011,0.624,0.037000000000000005,-0.47600000000000003,3.133,0.40700000000000003,-0.40700000000000003,23.2,3.4,-3.4,0.55,0.08,-0.07,1272.0,617.61,251.11,-186.88,8.7,3.0,5779.0,104.0,-115.0,4.3389999999999995,0.132,-0.10800000000000001,1.087,0.157,-0.142,287.88732999999996,46.276241,12.790999999999999
1.0,11.59822233,1.4099999999999999e-05,-1.4099999999999999e-05,180.395376,0.000923,-0.000923,0.679,0.187,-0.47,2.5237,0.052000000000000005,-0.052000000000000005,2800.0,46.3,-46.3,2.65,0.21,-0.29,396.0,5.82,1.49,-1.63,71.0,1.0,3688.0,73.0,-91.0,4.79,0.05,-0.045,0.473,0.037000000000000005,-0.051,296.22195,50.28722,15.937000000000001
1.0,6.575315881,3.73e-06,-3.73e-06,173.634044,0.000455,-0.000455,0.39,0.065,-0.306,4.3084,0.0306,-0.0306,2790.0,14.9,-14.9,5.31,1.5,-0.81,1015.0,251.38,209.1,-91.63,221.1,1.0,5992.0,162.0,-180.0,4.415,0.105,-0.195,0.9890000000000001,0.28,-0.151,290.09805,50.321609,15.312000000000001
1.0,7.275040843999999,4.68e-06,-4.68e-06,169.994217,0.0005070000000000001,-0.0005070000000000001,0.547,0.052000000000000005,-0.22899999999999998,7.5377,0.0681,-0.0681,3000.0,11.5,-11.5,4.86,1.05,-0.37,833.0,113.64,75.31,-28.97,312.1,1.0,5485.0,164.0,-180.0,4.556,0.027999999999999997,-0.161,0.867,0.187,-0.067,295.45529,50.49456,15.08
1.0,19.27153892,4.15e-05,-4.15e-05,186.77093,0.00182,-0.00182,0.031,0.36,-0.031,2.7594,0.0551,-0.0551,1220.0,35.3,-35.3,1.93,0.1,-0.12,393.0,5.66,1.13,-1.06,37.1,1.0,4077.0,81.0,-81.0,4.702,0.027000000000000003,-0.027000000000000003,0.56,0.03,-0.034,293.97336,50.531909999999996,15.385
1.0,10.06524317,1.49e-05,-1.49e-05,136.28906,0.00119,-0.00119,0.628,0.003,-0.478,1.369,0.0393,-0.0393,1050.0,39.2,-39.2,1.91,0.1,-0.12,488.0,13.43,2.69,-2.5,30.3,2.0,4077.0,81.0,-81.0,4.702,0.027000000000000003,-0.027000000000000003,0.56,0.03,-0.034,293.97336,50.531909999999996,15.385
