DispositionScore,OrbitalPeriod[days,OrbitalPeriodUpperUnc.[days,OrbitalPeriodLowerUnc.[days,TransitEpoch[BKJD,TransitEpochUpperUnc.[BKJD,TransitEpochLowerUnc.[BKJD,ImpactParamete,ImpactParameterUpperUnc,ImpactParameterLowerUnc,TransitDuration[hrs,TransitDurationUpperUnc.[hrs,TransitDurationLowerUnc.[hrs,TransitDepth[ppm,TransitDepthUpperUnc.[ppm,TransitDepthLowerUnc.[ppm,PlanetaryRadius[Earthradii,PlanetaryRadiusUpperUnc.[Earthradii,PlanetaryRadiusLowerUnc.[Earthradii,EquilibriumTemperature[K,InsolationFlux[Earthflux,InsolationFluxUpperUnc.[Earthflux,InsolationFluxLowerUnc.[Earthflux,TransitSignal-to-Nois,TCEPlanetNumbe,StellarEffectiveTemperature[K,StellarEffectiveTemperatureUpperUnc.[K,StellarEffectiveTemperatureLowerUnc.[K,StellarSurfaceGravity[log10(cm/s**2),StellarSurfaceGravityUpperUnc.[log10(cm/s**2),StellarSurfaceGravityLowerUnc.[log10(cm/s**2),StellarRadius[Solarradii,StellarRadiusUpperUnc.[Solarradii,StellarRadiusLowerUnc.[Solarradii,RA[decimaldegrees,Dec[decimaldegrees,Kepler-band[mag]
1.0,16.87725775,4.13e-05,-4.13e-05,138.64907,0.00212,-0.00212,0.516,0.033,-0.429,3.7917,0.0667,-0.0667,818.0,21.6,-21.6,2.54,0.29,-0.15,642.0,40.09,13.57,-7.45,43.1,1.0,5497.0,109.0,-109.0,4.512,0.042,-0.091,0.872,0.098,-0.053,282.03549,43.631271000000005,14.100999999999999
1.0,12.05705659,4.72e-05,-4.72e-05,135.41595,0.00305,-0.00305,0.5479999999999999,0.392,-0.33399999999999996,2.3462,0.0989,-0.0989,524.0,29.6,-29.6,1.96,0.19,-0.11,689.0,53.26,16.58,-9.28,20.8,1.0,5365.0,107.0,-107.0,4.537,0.036000000000000004,-0.078,0.8340000000000001,0.084,-0.045,295.31314,46.237491999999996,13.575999999999999
1.0,28.26727385,9.640000000000001e-05,-9.640000000000001e-05,140.92561,0.0025800000000000003,-0.0025800000000000003,0.01,0.441,-0.01,4.5839,0.0874,-0.0874,1160.0,31.5,-31.5,2.93,0.16,-0.26,517.0,16.84,3.18,-3.61,42.1,1.0,5132.0,84.0,-76.0,4.457,0.084,-0.039,0.8859999999999999,0.049,-0.077,284.61572,39.131039,14.907
1.0,3.770590654,7.99e-06,-7.99e-06,133.39088,0.0017699999999999999,-0.0017699999999999999,0.24,0.21899999999999997,-0.24,2.029,0.0554,-0.0554,314.0,10.1,-10.1,2.13,0.34,-0.34,1272.0,619.65,259.66,-205.29,37.1,1.0,5714.0,77.0,-77.0,4.274,0.156,-0.10400000000000001,1.208,0.193,-0.193,291.91281000000004,41.533611,14.668
0.9990000000000001,2.7073064,8.96e-06,-8.96e-06,132.43068,0.00255,-0.00255,0.006999999999999999,0.436,-0.006999999999999999,3.4378,0.0761,-0.0761,69.5,2.5,-2.5,1.36,0.23,-0.32,1709.0,2012.12,982.26,-922.02,31.7,1.0,6045.0,121.0,-134.0,4.069,0.188,-0.10099999999999999,1.629,0.281,-0.375,289.23337000000004,49.938931,11.894
0.011000000000000001,23.11707222,4.92e-05,-4.92e-05,149.56221000000002,0.00187,-0.00187,0.807,0.015,-0.581,3.9948,0.0856,-0.0856,2410.0,43.2,-43.2,4.37,0.62,-0.56,548.0,21.26,10.47,-7.24,61.2,1.0,5275.0,184.0,-184.0,4.505,0.10400000000000001,-0.095,0.7959999999999999,0.11199999999999999,-0.102,295.9024,39.918362,15.462
0.9890000000000001,4.77502117,1.7800000000000002e-05,-1.7800000000000002e-05,355.45644,0.0025800000000000003,-0.0025800000000000003,0.518,0.009000000000000001,-0.478,1.7087,0.0882,-0.0882,451.0,31.9,-31.9,1.73,0.24,-0.22,926.0,174.23,85.8,-59.33,16.7,2.0,5275.0,184.0,-184.0,4.505,0.10400000000000001,-0.095,0.7959999999999999,0.11199999999999999,-0.102,295.9024,39.918362,15.462
0.894,66.4159789,0.000363,-0.000363,188.13988,0.00476,-0.00476,0.371,0.039,-0.371,7.061,0.133,-0.133,2050.0,67.3,-67.3,3.44,0.65,-0.28,376.0,4.71,3.0,-1.25,33.6,1.0,5383.0,204.0,-185.0,4.603,0.03,-0.12,0.759,0.14300000000000002,-0.061,291.95099,38.251701000000004,15.982999999999999
0.997,8.010392900000001,2.8000000000000003e-05,-2.8000000000000003e-05,135.31823,0.003,-0.003,0.045,0.396,-0.045,4.2713,0.0816,-0.0816,294.0,9.1,-9.1,1.88,0.27,-0.27,940.0,184.38,70.26,-56.45,34.6,1.0,5616.0,76.0,-76.0,4.327,0.132,-0.10800000000000001,1.111,0.16,-0.16,289.86157000000003,43.472771,14.600999999999999
1.0,5.69590202,1.59e-06,-1.59e-06,139.231637,0.000221,-0.000221,0.049,0.15,-0.049,3.5661,0.0106,-0.0106,4920.0,15.0,-15.0,6.61,2.13,-0.71,1043.0,279.61,273.07,-88.96,391.2,1.0,6106.0,190.0,-233.0,4.497,0.052000000000000005,-0.221,0.94,0.303,-0.10099999999999999,296.1398,41.60318,14.857999999999999
0.9670000000000001,27.6666375,0.000205,-0.000205,143.86343,0.00635,-0.00635,0.519,0.43700000000000006,-0.32299999999999995,6.315,0.16699999999999998,-0.16699999999999998,324.0,13.7,-13.7,2.04,0.3,-0.29,622.0,35.27,13.45,-10.8,24.4,2.0,5616.0,76.0,-76.0,4.327,0.132,-0.10800000000000001,1.111,0.16,-0.16,289.86157000000003,43.472771,14.600999999999999
1.0,5.19559398,5.28e-05,-5.28e-05,132.72178,0.006940000000000001,-0.006940000000000001,0.054000000000000006,0.409,-0.054000000000000006,3.748,0.188,-0.188,116.0,8.1,-8.1,1.18,0.17,-0.17,1085.0,327.78,124.91,-100.35,16.0,4.0,5616.0,76.0,-76.0,4.327,0.132,-0.10800000000000001,1.111,0.16,-0.16,289.86157000000003,43.472771,14.600999999999999
0.998,57.24885179999999,0.000324,-0.000324,184.6864,0.0043100000000000005,-0.0043100000000000005,0.022000000000000002,0.41700000000000004,-0.022000000000000002,6.082999999999999,0.134,-0.134,1460.0,51.9,-51.9,3.19,0.88,-0.29,431.0,8.17,6.79,-2.21,29.8,1.0,5642.0,169.0,-169.0,4.542,0.044000000000000004,-0.17600000000000002,0.846,0.233,-0.078,286.4527,42.657879,15.99
1.0,37.055172600000006,0.000261,-0.000261,200.20176,0.00601,-0.00601,0.884,0.054000000000000006,-0.595,5.439,0.16,-0.16,1030.0,47.5,-47.5,3.19,0.88,-0.29,498.0,14.59,12.12,-3.94,23.2,2.0,5642.0,169.0,-169.0,4.542,0.044000000000000004,-0.17600000000000002,0.846,0.233,-0.078,286.4527,42.657879,15.99
1.0,16.33269981,7.77e-05,-7.77e-05,136.90909,0.00391,-0.00391,0.893,0.055,-0.629,2.174,0.114,-0.114,300.0,19.3,-19.3,1.61,0.11,-0.09,591.0,28.76,6.94,-4.95,17.5,1.0,5208.0,103.0,-103.0,4.563,0.036000000000000004,-0.052000000000000005,0.772,0.055,-0.040999999999999995,299.89651000000003,46.051971,12.957
1.0,10.05550267,8.71e-05,-8.71e-05,173.2234,0.0062,-0.0062,0.061,0.38799999999999996,-0.061,2.951,0.201,-0.201,148.0,12.1,-12.1,0.92,0.06,-0.05,694.0,54.96,13.24,-9.47,13.6,2.0,5208.0,103.0,-103.0,4.563,0.036000000000000004,-0.052000000000000005,0.772,0.055,-0.040999999999999995,299.89651000000003,46.051971,12.957
1.0,9.30413878,2.54e-05,-2.54e-05,140.33868,0.00228,-0.00228,0.488,0.011000000000000001,-0.47600000000000003,1.9254,0.0716,-0.0716,637.0,31.1,-31.1,1.67,0.12,-0.16,583.0,27.35,7.87,-7.4,24.2,1.0,4458.0,133.0,-133.0,4.611000000000001,0.052000000000000005,-0.024,0.6579999999999999,0.046,-0.061,283.89941,41.221610999999996,14.796
1.0,4.33722007,7.59e-06,-7.59e-06,132.85152,0.00147,-0.00147,0.053,0.37799999999999995,-0.053,2.4973,0.0427,-0.0427,359.0,8.0,-8.0,1.63,0.15,-0.11,996.0,231.86,69.38,-45.27,47.9,1.0,5390.0,107.0,-107.0,4.499,0.052000000000000005,-0.078,0.8759999999999999,0.084,-0.057999999999999996,281.34882000000005,44.295238,13.53
0.973,1.653889476,5.11e-06,-5.11e-06,132.18845,0.00265,-0.00265,0.226,0.243,-0.226,1.7242,0.0811,-0.0811,124.0,6.6,-6.6,0.97,0.09,-0.07,1373.0,838.03,250.75,-163.62,22.3,2.0,5390.0,107.0,-107.0,4.499,0.052000000000000005,-0.078,0.8759999999999999,0.084,-0.057999999999999996,281.34882000000005,44.295238,13.53
1.0,150.8783198,0.000503,-0.000503,206.69223,0.00213,-0.00213,0.022000000000000002,0.4,-0.022000000000000002,8.6797,0.0826,-0.0826,660.0,10.8,-10.8,4.37,0.65,-1.53,423.0,7.56,3.09,-4.54,70.6,1.0,5504.0,87.0,-76.0,3.9989999999999997,0.304,-0.095,1.7369999999999999,0.261,-0.608,297.94016,40.278628999999995,12.443
1.0,3.553831111,4.5e-06,-4.5e-06,134.64066,0.00106,-0.00106,0.74,0.059000000000000004,-0.506,3.1029,0.0314,-0.0314,192.0,2.7,-2.7,1.62,0.27,-0.18,1292.0,658.37,303.61,-182.25,77.4,1.0,6015.0,108.0,-132.0,4.37,0.095,-0.11599999999999999,1.081,0.18,-0.12,291.38223,38.127468,12.722000000000001
1.0,1.6783263,1.92e-06,-1.92e-06,136.05258999999998,0.0009050000000000001,-0.0009050000000000001,0.91,0.077,-0.6809999999999999,2.5123,0.0221,-0.0221,146.0,2.2,-2.2,1.57,0.26,-0.18,1659.0,1797.15,828.74,-497.48,76.1,2.0,6015.0,108.0,-132.0,4.37,0.095,-0.11599999999999999,1.081,0.18,-0.12,291.38223,38.127468,12.722000000000001
1.0,5.65378163,1.11e-05,-1.11e-05,131.71153999999999,0.00164,-0.00164,0.439,0.451,-0.247,1.9483,0.0489,-0.0489,367.0,11.4,-11.4,1.82,0.58,-0.15,1020.0,256.14,236.21,-65.59,37.8,1.0,5988.0,161.0,-179.0,4.507,0.039,-0.221,0.934,0.294,-0.078,296.75415,49.20874,14.377
1.0,5.99185827,1.1e-05,-1.1e-05,136.88244,0.0015400000000000001,-0.0015400000000000001,0.905,0.017,-0.637,1.7215,0.0462,-0.0462,186.0,6.9,-6.9,2.75,0.49,-0.59,1355.0,796.76,398.64,-345.22,32.1,1.0,6157.0,124.0,-124.0,4.0489999999999995,0.188,-0.10099999999999999,1.695,0.3,-0.366,299.66046,46.198421,12.239
0.978,120.0183551,0.0006490000000000001,-0.0006490000000000001,134.18742,0.00471,-0.00471,0.58,0.29600000000000004,-0.371,11.637,0.159,-0.159,886.0,21.6,-21.6,4.54,0.74,-0.35,473.0,11.84,5.24,-2.65,46.1,1.0,6469.0,103.0,-154.0,4.253,0.048,-0.10400000000000001,1.4669999999999999,0.24,-0.111,286.68552,47.098221,13.255999999999998
1.0,14.30517579,4.8200000000000006e-05,-4.8200000000000006e-05,135.06301000000002,0.00265,-0.00265,0.924,0.003,-0.6629999999999999,4.535,0.152,-0.152,863.0,24.6,-24.6,3.05,0.85,-0.28,693.0,54.59,44.75,-14.37,37.5,1.0,5741.0,155.0,-155.0,4.555,0.034,-0.195,0.846,0.23600000000000002,-0.079,286.27386,48.61871,15.338
0.976,9.18189122,6.36e-05,-6.36e-05,132.40505,0.00526,-0.00526,0.971,0.005,-0.6779999999999999,4.343,0.239,-0.239,364.0,22.6,-22.6,2.17,0.61,-0.2,804.0,98.61,80.84,-25.96,18.2,2.0,5741.0,155.0,-155.0,4.555,0.034,-0.195,0.846,0.23600000000000002,-0.079,286.27386,48.61871,15.338
0.992,2.64622742,2.0600000000000003e-05,-2.0600000000000003e-05,132.66343,0.00722,-0.00722,0.478,0.11,-0.39299999999999996,1.4069999999999998,0.252,-0.252,156.0,26.1,-26.1,0.99,0.07,-0.05,1082.0,324.38,75.53,-56.91,8.4,3.0,5167.0,103.0,-103.0,4.555,0.036000000000000004,-0.05,0.787,0.053,-0.043,292.23992999999996,48.51157,15.498
1.0,2.935362067,5.06e-06,-5.06e-06,136.18415,0.0015400000000000001,-0.0015400000000000001,0.86,0.036000000000000004,-0.62,1.5043,0.0388,-0.0388,1050.0,32.2,-32.2,3.15,0.24,-0.32,1022.0,258.48,83.62,-77.74,38.0,1.0,4922.0,169.0,-169.0,4.505,0.084,-0.055999999999999994,0.823,0.062,-0.085,285.21667,41.282429,15.622
0.9990000000000001,13.53953595,8.809999999999999e-05,-8.809999999999999e-05,143.15628999999998,0.00494,-0.00494,0.21899999999999997,0.23800000000000002,-0.218,4.388999999999999,0.17600000000000002,-0.17600000000000002,134.0,7.2,-7.2,2.32,0.37,-0.57,1079.0,320.19,147.52,-150.87,21.8,1.0,6109.0,122.0,-122.0,3.985,0.188,-0.10099999999999999,1.9969999999999999,0.32299999999999995,-0.485,292.23395,41.575210999999996,13.628
1.0,22.7082375,0.000102,-0.000102,133.72114,0.00381,-0.00381,0.032,0.397,-0.032,3.503,0.11900000000000001,-0.11900000000000001,299.0,15.8,-15.8,1.72,0.54,-0.2,677.0,49.67,46.55,-15.32,22.0,1.0,6170.0,174.0,-196.0,4.4719999999999995,0.054000000000000006,-0.21600000000000003,0.992,0.314,-0.11199999999999999,294.26633,45.204311,14.574000000000002
0.996,7.97033985,3.5e-05,-3.5e-05,136.55775,0.0038200000000000005,-0.0038200000000000005,0.107,0.34700000000000003,-0.106,2.6675,0.0988,-0.0988,491.0,23.8,-23.8,1.81,0.44,-0.15,839.0,116.77,83.9,-29.33,23.5,1.0,5774.0,155.0,-172.0,4.567,0.042,-0.158,0.818,0.19899999999999998,-0.066,287.87939,43.364071,15.833
0.0,5.33459393,3.54e-05,-3.54e-05,133.43443,0.00569,-0.00569,0.158,0.3,-0.158,2.642,0.163,-0.163,226.0,18.2,-18.2,0.79,0.07,-0.09,627.0,36.55,11.08,-11.27,14.7,1.0,4275.0,115.0,-141.0,4.704,0.065,-0.03,0.5329999999999999,0.044000000000000004,-0.059000000000000004,296.97107,41.467009999999995,14.853
1.0,8.49640437,2.9100000000000003e-05,-2.9100000000000003e-05,138.73595,0.00281,-0.00281,0.628,0.307,-0.413,2.2128,0.0959,-0.0959,834.0,44.5,-44.5,2.14,0.24,-0.2,702.0,57.43,22.3,-15.42,21.8,1.0,5093.0,151.0,-151.0,4.586,0.061,-0.05,0.7090000000000001,0.079,-0.065,284.3511,40.852982,15.888
0.998,66.18436460000001,0.000454,-0.000454,141.62259,0.00621,-0.00621,0.877,0.024,-0.63,5.155,0.149,-0.149,561.0,30.0,-30.0,2.72,0.37,-0.21,436.0,8.57,3.14,-1.66,21.3,1.0,5640.0,76.0,-84.0,4.447,0.063,-0.11699999999999999,0.978,0.135,-0.073,292.36957,43.910809,14.862
1.0,2.032318856,4.59e-06,-4.59e-06,132.64394,0.0018899999999999998,-0.0018899999999999998,0.009000000000000001,0.46,-0.009000000000000001,1.1596,0.0625,-0.0625,288.0,18.4,-18.4,1.12,0.08,-0.03,1011.0,247.21,59.27,-32.94,20.4,1.0,4670.0,93.0,-93.0,4.635,0.012,-0.048,0.682,0.048,-0.021,291.66927999999996,42.590709999999994,15.13
0.997,3.62275506,1.4999999999999999e-05,-1.4999999999999999e-05,132.99267,0.00351,-0.00351,0.006999999999999999,0.456,-0.006999999999999999,2.7868,0.098,-0.098,181.0,9.2,-9.2,1.62,0.27,-0.24,1304.0,683.84,295.78,-216.38,22.3,2.0,5794.0,78.0,-78.0,4.282,0.13699999999999998,-0.11199999999999999,1.216,0.201,-0.183,297.20153999999997,41.730209,14.762
0.998,2.892216772,7.01e-06,-7.01e-06,132.87726,0.0019199999999999998,-0.0019199999999999998,0.8059999999999999,0.131,-0.58,1.3596,0.0686,-0.0686,361.0,18.3,-18.3,1.31,0.06,-0.06,794.0,93.66,16.07,-15.72,23.9,1.0,4229.0,84.0,-84.0,4.655,0.025,-0.02,0.615,0.025,-0.031,294.70937999999995,45.969501,15.068
0.996,187.746606,0.00146,-0.00146,157.35064,0.0057399999999999994,-0.0057399999999999994,0.015,0.436,-0.015,5.885,0.179,-0.179,1580.0,90.1,-90.1,2.95,0.41,-0.3,267.0,1.2,0.59,-0.35,20.2,1.0,5303.0,193.0,-171.0,4.55,0.075,-0.075,0.753,0.10400000000000001,-0.076,281.59415,42.596409,15.206
0.9990000000000001,2.543063763,9.21e-06,-9.21e-06,132.68159,0.00321,-0.00321,0.215,0.23800000000000002,-0.215,2.8473,0.092,-0.092,152.0,6.4,-6.4,1.26,0.18,-0.14,1319.0,716.3,279.02,-179.77,26.5,1.0,5579.0,75.0,-75.0,4.388999999999999,0.105,-0.105,1.0290000000000001,0.152,-0.114,295.50269,43.232791999999996,14.735999999999999
1.0,3.177414601,1.59e-06,-1.59e-06,134.478892,0.000417,-0.000417,0.7859999999999999,0.015,-0.561,1.5262,0.0254,-0.0254,1130.0,12.1,-12.1,2.65,0.41,-0.19,997.0,233.26,118.02,-53.2,113.7,1.0,5303.0,159.0,-143.0,4.63,0.032,-0.09699999999999999,0.708,0.111,-0.051,286.16205,39.678001,14.708
1.0,2.168451063,2.81e-06,-2.81e-06,132.14106999999998,0.00106,-0.00106,0.207,0.256,-0.207,1.4580000000000002,0.0366,-0.0366,467.0,12.3,-12.3,2.41,0.8,-0.34,1558.0,1389.18,1391.38,-513.74,45.5,1.0,6153.0,193.0,-236.0,4.382,0.087,-0.217,1.109,0.366,-0.157,288.74994,48.277167999999996,15.140999999999998
0.9990000000000001,37.8154157,0.000267,-0.000267,141.10346,0.005679999999999999,-0.005679999999999999,0.5329999999999999,0.39899999999999997,-0.316,4.662,0.162,-0.162,286.0,14.2,-14.2,1.21,0.08,-0.04,401.0,6.09,1.38,-0.91,22.4,1.0,4856.0,86.0,-106.0,4.624,0.012,-0.048,0.705,0.049,-0.025,297.29242,49.981628,12.879000000000001
0.0,53.5783052,0.000468,-0.000468,171.1857,0.00744,-0.00744,0.769,0.013000000000000001,-0.556,5.194,0.2,-0.2,225.0,15.8,-15.8,1.16,0.09,-0.04,357.0,3.82,0.87,-0.56,15.4,2.0,4856.0,86.0,-106.0,4.624,0.012,-0.048,0.705,0.049,-0.025,297.29242,49.981628,12.879000000000001
0.973,6.69332825,2.1e-05,-2.1e-05,137.70324,0.00259,-0.00259,0.9520000000000001,0.02,-0.6729999999999999,2.311,0.10300000000000001,-0.10300000000000001,782.0,38.5,-38.5,2.44,0.1,-0.12,609.0,32.54,5.62,-5.47,23.4,1.0,4245.0,85.0,-85.0,4.641,0.027000000000000003,-0.02,0.637,0.026000000000000002,-0.032,300.24222000000003,44.141399,15.673
0.993,33.13628610000001,0.000239,-0.000239,169.50676,0.00583,-0.00583,0.7909999999999999,0.147,-0.5379999999999999,4.163,0.18,-0.18,825.0,54.0,-54.0,2.05,0.08,-0.1,357.0,3.86,0.67,-0.65,16.3,3.0,4245.0,85.0,-85.0,4.641,0.027000000000000003,-0.02,0.637,0.026000000000000002,-0.032,300.24222000000003,44.141399,15.673
0.993,7.72513619,5.3400000000000004e-05,-5.3400000000000004e-05,176.80202,0.0050100000000000006,-0.0050100000000000006,0.9540000000000001,0.024,-0.68,2.042,0.174,-0.174,382.0,43.4,-43.4,1.71,0.07,-0.09,581.0,26.91,4.65,-4.52,10.5,2.0,4245.0,85.0,-85.0,4.641,0.027000000000000003,-0.02,0.637,0.026000000000000002,-0.032,300.24222000000003,44.141399,15.673
1.0,10.71253475,3.8e-05,-3.8e-05,137.16499,0.0029100000000000003,-0.0029100000000000003,0.72,0.18899999999999997,-0.504,2.7186,0.078,-0.078,1200.0,43.0,-43.0,2.02,0.11,-0.1,485.0,13.09,2.62,-2.35,31.2,1.0,4175.0,83.0,-91.0,4.715,0.025,-0.032,0.544,0.028999999999999998,-0.028999999999999998,299.07709,45.440639000000004,15.812999999999999
1.0,32.563524900000004,0.00023700000000000001,-0.00023700000000000001,163.46038000000001,0.00564,-0.00564,0.371,0.094,-0.371,5.417999999999999,0.16899999999999998,-0.16899999999999998,578.0,26.5,-26.5,2.05,0.15,-0.12,490.0,13.63,3.1,-2.23,24.1,1.0,5225.0,83.0,-73.0,4.505,0.054000000000000006,-0.054000000000000006,0.8590000000000001,0.063,-0.051,283.29214,45.434109,15.48
1.0,12.19140405,4.51e-05,-4.51e-05,136.33677,0.00312,-0.00312,0.091,0.371,-0.091,1.8832,0.0983,-0.0983,666.0,40.7,-40.7,2.46,0.67,-0.41,763.0,80.01,65.27,-30.82,19.4,1.0,5516.0,166.0,-166.0,4.399,0.14400000000000002,-0.17600000000000002,0.9670000000000001,0.261,-0.161,300.1705,43.984970000000004,15.364
1.0,6.11784972,2.78e-05,-2.78e-05,133.61873,0.00387,-0.00387,0.391,0.061,-0.391,3.458,0.11199999999999999,-0.11199999999999999,60.5,2.8,-2.8,1.05,0.19,-0.15,1211.0,509.24,250.37,-169.7,25.8,1.0,6226.0,112.0,-137.0,4.247,0.12,-0.12,1.3330000000000002,0.23800000000000002,-0.195,290.23584,50.03009,12.168
0.997,3.97599629,1.1400000000000001e-05,-1.1400000000000001e-05,133.62238,0.00227,-0.00227,0.331,0.126,-0.331,2.2029,0.0732,-0.0732,206.0,8.7,-8.7,1.11,0.07,-0.06,936.0,181.47,40.33,-30.76,27.3,1.0,5143.0,102.0,-102.0,4.561,0.036000000000000004,-0.05,0.778,0.049,-0.04,287.52963,38.894508,14.11
1.0,7.68478504,3.0799999999999996e-05,-3.0799999999999996e-05,137.64035,0.00358,-0.00358,0.045,0.419,-0.045,2.447,0.105,-0.105,274.0,14.7,-14.7,1.47,0.13,-0.11,830.0,112.06,29.58,-20.94,21.4,1.0,5344.0,85.0,-74.0,4.468999999999999,0.07,-0.077,0.907,0.081,-0.066,288.83401000000003,44.838249,14.776
0.013000000000000001,0.9905162820000001,2.98e-06,-2.98e-06,131.84152,0.0024100000000000002,-0.0024100000000000002,0.9890000000000001,0.077,-0.7190000000000001,2.019,0.27699999999999997,-0.27699999999999997,102.0,6.6,-6.6,3.52,0.85,-2.0,2841.0,15469.83,12063.03,-12900.51,20.4,1.0,5975.0,215.0,-179.0,3.755,0.616,-0.154,2.399,0.583,-1.36,299.84909,47.20256,13.405
1.0,15.0447098,0.000118,-0.000118,133.20895,0.00584,-0.00584,0.022000000000000002,0.40700000000000003,-0.022000000000000002,5.8229999999999995,0.18600000000000003,-0.18600000000000003,97.9,4.9,-4.9,1.51,0.25,-0.38,931.0,177.24,83.26,-82.46,23.4,1.0,5798.0,116.0,-81.0,4.025,0.20800000000000002,-0.11199999999999999,1.525,0.252,-0.37799999999999995,293.72586,47.247040000000005,13.037
0.055999999999999994,29.0726293,0.000125,-0.000125,136.97364,0.00367,-0.00367,0.682,0.262,-0.462,2.516,0.11,-0.11,440.0,24.3,-24.3,2.32,0.67,-0.36,614.0,33.69,28.59,-12.16,20.9,1.0,5799.0,157.0,-157.0,4.37,0.14400000000000002,-0.192,1.042,0.301,-0.162,290.37512000000004,41.43375,14.409
0.9990000000000001,1.118547814,3.23e-06,-3.23e-06,132.84826,0.00224,-0.00224,0.221,0.249,-0.221,1.5534,0.0761,-0.0761,235.0,13.0,-13.0,0.98,0.08,-0.07,1174.0,447.97,148.57,-97.09,21.7,1.0,4496.0,134.0,-121.0,4.65,0.021,-0.049,0.6579999999999999,0.057999999999999996,-0.043,296.60342,44.129261,15.793
1.0,6.42199919,2.5e-05,-2.5e-05,134.58037,0.00343,-0.00343,0.281,0.168,-0.281,2.6192,0.0841,-0.0841,162.0,7.4,-7.4,1.25,0.2,-0.07,1000.0,236.21,95.47,-37.32,25.4,1.0,5985.0,72.0,-84.0,4.468,0.032,-0.128,0.981,0.154,-0.055,291.87134,44.087379,13.862
1.0,9.75374033,4.46e-05,-4.46e-05,134.06014,0.0035299999999999997,-0.0035299999999999997,0.295,0.171,-0.295,2.3480000000000003,0.111,-0.111,431.0,26.9,-26.9,1.87,0.48,-0.17,813.0,103.3,77.65,-27.81,18.9,1.0,5806.0,157.0,-175.0,4.5280000000000005,0.044000000000000004,-0.187,0.899,0.22899999999999998,-0.08199999999999999,293.90057,50.427052,15.158
0.9790000000000001,81.3153052,0.000935,-0.000935,175.9957,0.0105,-0.0105,0.013000000000000001,0.45299999999999996,-0.013000000000000001,5.807,0.228,-0.228,716.0,39.6,-39.6,2.55,0.3,-0.33,393.0,5.64,1.84,-1.61,20.7,1.0,5325.0,79.0,-79.0,4.39,0.12,-0.08,0.975,0.115,-0.126,294.56937,45.671261,15.110999999999999
0.998,51.3283527,0.000303,-0.000303,177.67418,0.00468,-0.00468,0.5820000000000001,0.301,-0.36200000000000004,9.357000000000001,0.156,-0.156,692.0,22.9,-22.9,3.06,0.96,-0.48,546.0,21.06,19.47,-8.06,34.7,1.0,6119.0,171.0,-214.0,4.353,0.10800000000000001,-0.201,1.119,0.35,-0.175,281.32257000000004,48.066502,14.955
1.0,19.791938899999998,0.00011399999999999999,-0.00011399999999999999,149.30719,0.00434,-0.00434,0.9540000000000001,0.025,-0.701,3.787,0.125,-0.125,384.0,18.8,-18.8,2.58,0.86,-0.29,736.0,69.48,68.4,-21.49,22.8,1.0,6285.0,169.0,-206.0,4.441,0.055999999999999994,-0.21,1.0390000000000001,0.349,-0.11599999999999999,287.38208,49.452389000000004,14.09
1.0,62.8917493,0.00046399999999999995,-0.00046399999999999995,139.12778,0.00566,-0.00566,0.632,0.294,-0.41600000000000004,6.831,0.18100000000000002,-0.18100000000000002,791.0,40.0,-40.0,2.5,0.12,-0.21,384.0,5.13,0.82,-1.1,22.6,1.0,5052.0,75.0,-83.0,4.48,0.083,-0.027999999999999997,0.855,0.039,-0.07200000000000001,286.36746,48.423931,15.481
0.998,14.87149773,4.9e-05,-4.9e-05,137.69573,0.00303,-0.00303,0.018000000000000002,0.43200000000000005,-0.018000000000000002,2.4076,0.0741,-0.0741,945.0,37.6,-37.6,1.59,0.12,-0.1,391.0,5.51,1.35,-1.1,27.3,1.0,3825.0,76.0,-84.0,4.749,0.027999999999999997,-0.044000000000000004,0.524,0.038,-0.034,293.67422,47.908459,15.673
0.992,2.732767897,5.91e-06,-5.91e-06,354.09581000000003,0.00145,-0.00145,0.748,0.17,-0.517,1.1102,0.0521,-0.0521,613.0,27.2,-27.2,1.42,0.1,-0.1,687.0,52.68,12.88,-10.53,27.0,2.0,3825.0,76.0,-84.0,4.749,0.027999999999999997,-0.044000000000000004,0.524,0.038,-0.034,293.67422,47.908459,15.673
0.0,119.84010190000001,0.000168,-0.000168,161.863461,0.0009699999999999999,-0.0009699999999999999,1.2690000000000001,66.5,-0.07400000000000001,3.6796,0.0532,-0.0532,5450.0,76.3,-76.3,26.96,1.68,-0.96,255.0,1.0,0.23,-0.14,83.7,1.0,4602.0,92.0,-92.0,4.637,0.015,-0.04,0.675,0.042,-0.024,287.40244,39.190731,14.945
1.0,9.61375316,1.1400000000000001e-05,-1.1400000000000001e-05,132.185679,0.0009710000000000001,-0.0009710000000000001,0.604,0.285,-0.384,4.654,0.051,-0.051,798.0,8.4,-8.4,3.27,0.97,-0.53,931.0,177.26,158.74,-68.07,108.6,1.0,5997.0,181.0,-199.0,4.364,0.10800000000000001,-0.201,1.11,0.33,-0.17800000000000002,290.35815,44.518749,14.283
0.9620000000000001,29.9685917,0.000174,-0.000174,147.8598,0.00413,-0.00413,0.282,0.141,-0.282,6.678,0.134,-0.134,310.0,12.2,-12.2,1.91,0.6,-0.2,644.0,40.76,37.46,-12.36,26.5,1.0,6249.0,174.0,-217.0,4.428,0.054000000000000006,-0.20199999999999999,1.0759999999999998,0.335,-0.11199999999999999,286.97128,44.708302,14.456
